1.570796	0.000000	0.000000	0.000000
1.670796	0.004671	0.000019	0.000000
1.770796	0.008939	0.000049	0.000000
1.870796	0.012656	0.000086	0.000000
1.970796	0.015700	0.000126	0.000000
2.070796	0.017972	0.000165	0.000000
2.170796	0.019403	0.000198	0.000000
2.270796	0.019954	0.000219	0.000000
2.370796	0.019620	0.000225	0.000000
2.470796	0.018426	0.000208	0.000000
2.570796	0.016434	0.000164	0.000000
2.670796	0.013742	0.000086	0.000000
2.770796	0.010485	0.000038	0.000001
2.870796	0.006854	0.000225	0.000002
2.970796	0.003121	0.000531	0.000008
3.070796	0.000234	0.001327	0.000069
3.170796	0.001695	0.003618	0.005894
3.270796	0.009544	0.016338	0.025311
3.370796	0.018930	0.028390	0.043189
3.470796	0.028962	0.039405	0.059392
3.570796	0.039143	0.049247	0.073807
3.670796	0.049112	0.057836	0.086356
3.770796	0.058576	0.065127	0.096989
3.870796	0.067294	0.071104	0.105691
3.970796	0.075064	0.075771	0.112475
4.070796	0.081727	0.079155	0.117382
4.170796	0.087162	0.081303	0.120482
4.270796	0.091281	0.082275	0.121862
4.370796	0.094036	0.082148	0.121634
4.470796	0.095412	0.081008	0.119923
4.570796	0.095426	0.078954	0.116869
4.670796	0.094127	0.076088	0.112622
4.770796	0.091588	0.072520	0.107339
4.870796	0.087909	0.068358	0.101179
4.970796	0.083209	0.063715	0.094303
5.070796	0.077626	0.058700	0.086871
5.170796	0.071307	0.053418	0.079036
5.270796	0.064410	0.047970	0.070945
5.370796	0.057100	0.042451	0.062737
5.470796	0.049538	0.036947	0.054541
5.570796	0.041890	0.031538	0.046472
5.670796	0.034313	0.026295	0.038634
5.770796	0.026961	0.021279	0.031119
5.870796	0.019984	0.016542	0.024003
5.970796	0.013526	0.012133	0.017349
6.070796	0.007747	0.008101	0.011208
6.170796	0.002853	0.004551	0.005628
6.270796	0.000712	0.004931	0.001640
6.370796	0.004204	0.034498	0.011410
6.470796	0.007852	0.069776	0.022825
6.570796	0.010625	0.099908	0.032526
6.670796	0.012692	0.124921	0.040565
6.770796	0.014168	0.145002	0.047014
6.870796	0.015141	0.160420	0.051962
6.970796	0.015688	0.171492	0.055512
7.070796	0.015879	0.178577	0.057780
7.170796	0.015774	0.182056	0.058888
7.270796	0.015429	0.182328	0.058964
7.370796	0.014893	0.179797	0.058137
7.470796	0.014208	0.174865	0.056537
7.570796	0.013414	0.167926	0.054289
7.670796	0.012544	0.159358	0.051516
7.770796	0.011627	0.149519	0.048332
7.870796	0.010685	0.138743	0.044844
7.970796	0.009739	0.127336	0.041153
8.070796	0.008804	0.115576	0.037346
8.170796	0.007894	0.103708	0.033504
8.270796	0.007018	0.091947	0.029696
8.370796	0.006183	0.080476	0.025981
8.470796	0.005394	0.069449	0.022408
8.570796	0.004652	0.058988	0.019018
8.670796	0.003960	0.049189	0.015842
8.770796	0.003318	0.040123	0.012903
8.870796	0.002723	0.031836	0.010216
8.970796	0.002173	0.024355	0.007790
9.070796	0.001665	0.017687	0.005626
9.170796	0.001194	0.011828	0.003724
9.270796	0.000750	0.006773	0.002075
9.370796	0.000317	0.002661	0.000685
9.470796	0.000187	0.002654	0.013473
9.570796	0.000471	0.007827	0.038817
9.670796	0.000651	0.011998	0.059023
9.770796	0.000761	0.015220	0.074582
9.870796	0.000821	0.017584	0.085989
9.970796	0.000844	0.019192	0.093737
